id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,address
96,12000, 36 months,9.75,385.8,B,B3,,,RENT,36000.0,Verified,May-2016,credit_card,Credit card refinancing,24.87,Jan-2006,15,2,8984,38.7,20,w,INDIVIDUAL,2.0,2,"8670 Stephen Spring Apt. 846
North Johnfurt, AK 30723"
97,15000, 36 months,14.31,514.93,C,C4,President,10+ years,MORTGAGE,76000.0,Verified,Nov-2014,home_improvement,Home improvement,9.66,May-2002,9,1,8287,34.4,18,f,INDIVIDUAL,3.0,1,"84093 Kelly Knolls
South Jane, UT 11650"
98,14675, 36 months,17.27,525.18,C,C5,Martin Marietta Materials,3 years,OWN,40000.0,Not Verified,May-2013,debt_consolidation,Debt consolidation,13.11,Aug-2007,7,0,4955,24.2,14,f,INDIVIDUAL,0.0,0,"598 Williams Forest
Frederickbury, AK 22690"
99,25000, 36 months,6.49,766.12,A,A2,Contractor,10+ years,MORTGAGE,90000.0,Source Verified,Oct-2014,debt_consolidation,Debt consolidation,12.88,May-2007,9,0,19315,31.3,17,f,INDIVIDUAL,0.0,0,"362 Laura Court
North Willie, MI 29597"
100,10000, 36 months,10.99,327.36,B,B4,Maimonides Medical Center,3 years,RENT,55000.0,Not Verified,May-2010,wedding,Loan,5.02,May-2006,8,0,7320,30.8,13,f,INDIVIDUAL,,0,"53082 Clark Mount Suite 234
Smithborough, MD 30723"
101,35000, 36 months,21.49,1327.45,E,E3,Federal Aviation Administration,2 years,RENT,110000.0,Source Verified,Sep-2012,debt_consolidation,Simplify Debt,9.87,Jan-1998,11,0,23219,87.0,21,f,INDIVIDUAL,3.0,0,"33988 Jessica Burg Apt. 213
East Megan, KS 70466"
102,4800, 36 months,15.31,167.13,C,C5,,,MORTGAGE,18000.0,Verified,Feb-2016,credit_card,Credit card refinancing,15.67,Jan-2002,6,0,10554,44.2,10,w,INDIVIDUAL,3.0,0,"5779 Todd Glens Suite 972
Sarahshire, NH 93700"
103,24000, 60 months,9.17,500.19,B,B1,Minister,5 years,RENT,50000.0,Source Verified,Oct-2014,credit_card,Credit card refinancing,25.37,Sep-1994,17,0,17288,76.8,35,w,INDIVIDUAL,2.0,0,"7902 Ryan Forge
East Kristychester, VT 70466"
104,24000, 36 months,9.49,768.68,B,B2,Global Customer & Commercial Leadership,10+ years,OWN,130000.0,Source Verified,Sep-2016,debt_consolidation,Debt consolidation,14.43,Jul-2004,16,0,5482,13.7,39,f,INDIVIDUAL,5.0,0,"USNV Osborn
FPO AP 00813"
105,25000, 60 months,14.3,585.61,C,C1,SALES REP,8 years,MORTGAGE,91000.0,Source Verified,Oct-2013,debt_consolidation,DEBT CONSOLODATION,12.57,Sep-1998,10,0,20003,68.3,28,f,INDIVIDUAL,7.0,0,"1226 Evans Lodge Suite 446
Ramoston, PA 22690"
106,18000, 60 months,24.08,518.66,F,F2,State of Wisconsin ,10+ years,MORTGAGE,56000.0,Verified,Sep-2013,renewable_energy,Green loan,18.71,Jun-1993,11,0,11506,66.5,27,f,INDIVIDUAL,5.0,0,"391 Derek Knoll
East Jacqueline, MD 30723"
107,25000, 36 months,17.77,900.93,D,D1,U. S. Army,10+ years,MORTGAGE,70000.0,Verified,Dec-2012,debt_consolidation,Debt consolidation,31.06,Jan-1998,17,0,38008,67.6,25,w,INDIVIDUAL,1.0,0,"065 Morales Crest Apt. 451
North Austinfort, VT 30723"
108,22800, 36 months,10.49,740.95,B,B3,Director of Human Resources,7 years,MORTGAGE,75000.0,Source Verified,Feb-2015,debt_consolidation,Debt consolidation,30.04,Aug-2001,10,0,20926,64.2,23,f,INDIVIDUAL,4.0,0,"Unit 7808 Box 0502
DPO AE 22690"
109,10000, 36 months,6.49,306.45,A,A2,foreman,3 years,RENT,30000.0,Source Verified,May-2014,credit_card,Credit card refinancing,9.16,Apr-2010,11,0,4822,20.6,12,w,INDIVIDUAL,0.0,0,"9019 Fields Village
New Cindymouth, WY 30723"
110,12000, 60 months,21.99,331.36,E,E4,Loan clerk/auditor,7 years,MORTGAGE,41700.0,Verified,May-2014,debt_consolidation,Debt consolidation,26.96,May-2005,17,0,8074,30.5,31,w,INDIVIDUAL,1.0,0,"81611 Aaron Courts
Gardnerchester, MN 70466"
111,6000, 36 months,12.39,200.41,C,C1,Dental Assistant,< 1 year,MORTGAGE,42000.0,Not Verified,Jan-2015,debt_consolidation,Debt consolidation,12.4,Feb-2004,8,0,5730,88.2,13,f,INDIVIDUAL,1.0,0,"1026 Larry Oval
Singhburgh, DC 93700"
112,12300, 36 months,8.9,390.57,A,A5,Team Leader,10+ years,MORTGAGE,65000.0,Not Verified,Apr-2014,debt_consolidation,Debt consolidation,23.21,Oct-2003,11,0,5360,34.8,32,w,INDIVIDUAL,4.0,0,"2618 Flores Heights
Portertown, NY 70466"
113,28200, 60 months,18.25,719.94,D,D2,LANDERS JEEP,10+ years,MORTGAGE,64000.0,Verified,Aug-2013,debt_consolidation,debt overhaul,33.96,May-1989,12,0,22738,69.7,39,f,INDIVIDUAL,4.0,0,"12244 Montoya Wells Suite 740
Lake Amandafort, VA 29597"
114,8200, 36 months,20.31,306.04,D,D5,Arkansas Department of Comm. Correction,8 years,MORTGAGE,39982.0,Verified,Sep-2013,debt_consolidation,Debt consolidation,34.64,Jul-2003,12,0,11327,66.2,23,f,INDIVIDUAL,1.0,0,"8025 Cook Grove Suite 908
Riggshaven, NH 48052"
115,20000, 60 months,20.9,539.95,G,G3,CITY AND COUNTY OF DENVER,5 years,MORTGAGE,69000.0,Verified,Oct-2010,debt_consolidation,DEBT CONSOLIDATION,21.72,Oct-2000,12,0,13557,91.0,41,f,INDIVIDUAL,,0,"1441 Rebecca Dale Apt. 459
South Jamesville, OR 48052"
116,13200, 36 months,12.12,439.19,B,B3,Abe's Market,2 years,RENT,50000.0,Not Verified,Dec-2012,credit_card,Credit Card Consolidation and Refinance,19.18,Sep-2004,11,0,12286,89.0,21,f,INDIVIDUAL,0.0,0,"632 Julian Summit
South Pamela, MD 30723"
117,4000, 60 months,11.49,87.96,B,B4,USC,10+ years,RENT,160549.0,Verified,Aug-2011,other,COSMETIC SURGERY,15.55,Oct-1973,12,0,33187,63.1,29,f,INDIVIDUAL,,0,"0930 Sara Center Suite 153
Campbellland, VT 30723"
118,35000, 36 months,11.14,1148.18,B,B2,CPVETS,4 years,MORTGAGE,100500.0,Verified,Dec-2012,debt_consolidation,Out of Debt!,23.75,Oct-1998,21,0,15287,23.2,54,f,INDIVIDUAL,2.0,0,"9569 Reyes Junction
West Kyle, LA 22690"
119,15000, 60 months,18.25,382.95,D,D3,Manufacturing Manager,10+ years,MORTGAGE,93000.0,Verified,Dec-2013,credit_card,Credit card refinancing,17.91,May-1989,12,0,14097,85.4,38,f,INDIVIDUAL,6.0,0,"8975 Stephen Lodge
Lorrainehaven, NH 00813"
120,21600, 60 months,14.65,509.91,C,C5,Attorney,7 years,MORTGAGE,79554.0,Source Verified,Feb-2015,credit_card,Credit card refinancing,17.8,Jul-1999,15,1,13845,35.1,43,w,INDIVIDUAL,3.0,1,"592 Allen Well
Simpsonbury, ME 48052"
121,25600, 60 months,25.78,763.15,F,F5,Chemicial operator,5 years,MORTGAGE,80000.0,Verified,Oct-2015,small_business,Business,19.26,Nov-2001,9,0,4640,31.1,37,f,INDIVIDUAL,7.0,0,"9701 Reynolds Mews
Kellyville, VT 93700"
122,6075, 36 months,16.24,214.3,C,C5,Customer Service Rep- Tech Support,2 years,RENT,19000.0,Not Verified,Jan-2014,debt_consolidation,Car Repair/Debt Consolidation,20.4,Aug-2002,9,0,3626,57.6,18,w,INDIVIDUAL,0.0,0,"69379 Jon Trail Suite 677
Georgeburgh, AL 48052"
123,7200, 36 months,5.32,216.83,A,A1,Inside Sales Rep,10+ years,RENT,46000.0,Source Verified,Mar-2016,credit_card,Credit card refinancing,9.34,Feb-1982,18,0,15830,15.2,37,w,INDIVIDUAL,0.0,0,"8116 Anthony Ferry Suite 522
Michaelmouth, DC 05113"
124,15375, 60 months,18.25,392.52,E,E1,Senior Estimator,10+ years,RENT,150000.0,Source Verified,Aug-2015,credit_card,Credit card refinancing,1.22,Mar-2005,4,0,5715,92.0,8,f,INDIVIDUAL,0.0,0,"6478 Fernandez Course Suite 639
Michelleport, AZ 70466"
125,15000, 60 months,19.52,393.42,E,E3,Telecommunications/TV splicer,10+ years,RENT,64500.0,Verified,May-2015,debt_consolidation,Debt consolidation,29.49,Sep-2002,16,0,22930,81.9,43,w,INDIVIDUAL,0.0,0,"70444 James Streets
Brendachester, TX 30723"
126,7350, 36 months,10.99,240.6,B,B2,Telecom Tech III,5 years,MORTGAGE,121000.0,Not Verified,Jan-2014,credit_card,Credit Card Refinance,13.42,Mar-2000,12,1,9268,65.3,20,f,INDIVIDUAL,1.0,1,"4211 Tiffany Cliffs Suite 947
West Bonniemouth, FL 30723"
127,30000, 60 months,14.99,713.55,C,C5,Commercial Property Supervisor,10+ years,MORTGAGE,82000.0,Verified,Aug-2014,debt_consolidation,Debt consolidation,25.68,Feb-1999,9,0,8326,77.1,29,w,INDIVIDUAL,4.0,0,"45701 Waters Well
Robertmouth, ID 48052"
128,8400, 36 months,9.49,269.04,B,B2,Irrigation supervisor,10+ years,RENT,60000.0,Source Verified,Jan-2015,debt_consolidation,Debt consolidation,20.54,Oct-2004,15,1,7442,51.7,36,f,INDIVIDUAL,2.0,1,"71251 Darren Cove Apt. 319
Delacruzfurt, NJ 48052"
129,10400, 36 months,15.31,362.11,C,C2,united parcel service,10+ years,MORTGAGE,50000.0,Verified,Apr-2013,debt_consolidation,Debt consolidation,13.08,Jul-1993,7,1,3874,51.7,30,f,INDIVIDUAL,6.0,1,"64656 Jennifer Rapid Apt. 488
Fullershire, SC 29597"
130,4200, 36 months,10.15,135.82,B,B2,IT project management,2 years,RENT,92000.0,Not Verified,Oct-2014,debt_consolidation,Debt consolidation,23.42,Jul-1996,10,0,16371,82.7,31,f,INDIVIDUAL,1.0,0,"933 Tammy Cove
South Scottmouth, TN 11650"
131,24000, 60 months,23.28,680.44,F,F2,pernod-ricard,2 years,RENT,135000.0,Source Verified,Apr-2013,debt_consolidation,debt reconciliation,8.37,Nov-2000,11,0,11477,54.9,28,f,INDIVIDUAL,0.0,0,"PSC 2356, Box 6554
APO AE 48052"
132,10000, 36 months,22.47,384.35,E,E5,United HealthCare,4 years,RENT,55000.0,Not Verified,May-2013,debt_consolidation,Debt consolidation,18.48,Oct-1999,8,0,6215,50.9,22,f,INDIVIDUAL,0.0,0,"074 Hill Island
Allisonland, KS 29597"
133,24200, 60 months,12.12,539.79,B,B3,Raytheon,10+ years,MORTGAGE,115000.0,Verified,Feb-2013,debt_consolidation,Debt C,19.91,Jan-1991,14,0,18718,71.2,32,w,INDIVIDUAL,6.0,0,"PSC 4614, Box 0594
APO AE 70466"
134,30000, 60 months,17.97,761.32,D,D4,Tire shipper,10+ years,MORTGAGE,64000.0,Source Verified,Feb-2016,debt_consolidation,Debt consolidation,24.17,Feb-1994,13,0,28031,49.3,29,w,INDIVIDUAL,2.0,0,"839 Cindy Stream Suite 467
Stewartmouth, IL 30723"
135,10000, 36 months,15.31,348.18,C,C2,Justice department,3 years,MORTGAGE,120000.0,Source Verified,Jun-2013,other,Other,16.52,Sep-1980,12,0,25097,56.0,30,f,INDIVIDUAL,3.0,0,"896 Kelsey Plain
Maryfurt, WV 22690"
136,29000, 60 months,10.49,623.18,B,B3,Physicla Thearpist,10+ years,MORTGAGE,80000.0,Source Verified,Jan-2015,debt_consolidation,Debt consolidation,26.6,Apr-1999,19,0,26946,43.5,40,w,INDIVIDUAL,4.0,0,"8286 Clark Knolls Suite 547
South Jasonfort, MA 29597"
137,10000, 36 months,9.17,318.79,B,B1,sales,10+ years,OWN,150000.0,Not Verified,Sep-2014,debt_consolidation,Debt consolidation,5.44,Apr-2000,7,0,8829,87.4,30,f,INDIVIDUAL,5.0,0,"2017 Caroline Crest
Anneton, WI 05113"
138,16000, 36 months,13.35,541.81,C,C2,Truck driver,6 years,RENT,48000.0,Source Verified,Oct-2014,debt_consolidation,Debt consolidation,22.48,Mar-1995,10,0,4764,51.8,21,f,INDIVIDUAL,3.0,0,"771 Morris Manors
New Glenport, DC 30723"
139,5000, 36 months,15.1,173.58,C,C2,Accountant,9 years,MORTGAGE,65000.0,Source Verified,Oct-2013,credit_card,Credit Card Refinance,20.29,Sep-1993,10,0,15374,95.5,25,w,INDIVIDUAL,4.0,0,"70136 Zamora Club
Lake Shelby, MI 05113"
140,25000, 36 months,19.52,922.99,D,D4,United Parcel Service,7 years,MORTGAGE,67000.0,Verified,Sep-2013,credit_card,Debt Free,23.7,Aug-2000,13,0,13834,58.1,17,f,INDIVIDUAL,1.0,0,"6039 Haynes Drives Apt. 236
Cynthiatown, IL 48052"
141,15000, 60 months,12.05,334.05,C,C1,Dealer Development Rep,2 years,MORTGAGE,80000.0,Not Verified,Nov-2015,debt_consolidation,Debt consolidation,9.41,Aug-2004,7,0,13313,88.8,14,w,INDIVIDUAL,1.0,0,"572 Cain Crossroad
New Mary, MD 30723"
142,2000, 36 months,11.67,66.12,B,B4,Sales,10+ years,MORTGAGE,35000.0,Not Verified,Sep-2014,home_improvement,Home improvement,25.33,Oct-2002,7,0,7899,45.9,20,w,INDIVIDUAL,1.0,0,"8581 Sabrina Hollow
Kellystad, MO 48052"
143,5000, 36 months,14.31,171.65,C,C4,Project Engineer,2 years,RENT,24012.0,Not Verified,Nov-2014,debt_consolidation,Debt consolidation,21.54,Sep-2011,10,0,4038,47.0,11,f,INDIVIDUAL,0.0,0,"552 Robbins Port
New Robertland, ID 29597"
144,14500, 36 months,8.9,460.43,A,A5,Open Mortgage LLC,3 years,RENT,110000.0,Source Verified,Jun-2012,small_business,Small Business,20.57,Oct-2000,7,0,35834,31.0,17,f,INDIVIDUAL,0.0,0,"3272 Woods Crescent Suite 203
Michaelmouth, DE 00813"
145,29500, 60 months,22.95,830.78,F,F1,Summerwinds Resorts,< 1 year,RENT,72000.0,Verified,Mar-2013,credit_card,Debt Payoff,21.07,Oct-2004,11,0,21874,92.3,24,f,INDIVIDUAL,2.0,0,"2398 Taylor Loaf
Port Seth, KY 70466"
146,15000, 36 months,14.09,513.33,B,B5,U.S. Fund for UNICEF,6 years,RENT,52000.0,Not Verified,Feb-2013,debt_consolidation,Debt2013,8.79,Oct-1998,13,0,14578,46.7,18,f,INDIVIDUAL,1.0,0,"USS Silva
FPO AP 29597"
147,3000, 36 months,10.99,98.21,B,B3,estate caretaker,2 years,MORTGAGE,70000.0,Verified,Nov-2014,debt_consolidation,Debt consolidation,12.22,Oct-2003,13,0,10057,65.3,26,f,INDIVIDUAL,2.0,0,"44792 Watts Vista
Lake Darrenton, WI 48052"
148,12000, 36 months,9.17,382.55,B,B2,Qualit Assurance Manager,9 years,MORTGAGE,92300.0,Verified,Apr-2015,home_improvement,Home improvement,15.46,Sep-1998,14,0,21080,97.1,21,w,INDIVIDUAL,1.0,0,"22320 Thomas Lodge Suite 831
Ronniefurt, OR 05113"
149,7000, 36 months,13.23,236.64,C,C1,smiths food and drug,10+ years,MORTGAGE,55000.0,Verified,Jun-2010,credit_card,New stsrt,15.73,Aug-1997,12,0,8081,37.2,26,f,INDIVIDUAL,,0,"74714 Young Ports
Port Nicole, DC 48052"
150,30000, 60 months,15.61,723.34,D,D1,rn,10+ years,MORTGAGE,110000.0,Verified,Aug-2015,debt_consolidation,Debt consolidation,21.39,Apr-2002,13,0,148296,96.0,19,w,INDIVIDUAL,2.0,0,"735 Taylor Parks
Carlsonland, HI 00813"
151,9000, 36 months,15.31,313.36,C,C2,Defense support services,10+ years,MORTGAGE,60000.0,Not Verified,Apr-2013,credit_card,Credit card refinancing,18.42,Mar-1977,16,0,8652,38.5,61,f,INDIVIDUAL,3.0,0,"386 Robert Port Apt. 726
East Troyport, IA 48052"
152,27500, 60 months,19.99,728.43,E,E1,Company Commander,7 years,RENT,85000.0,Source Verified,Mar-2014,debt_consolidation,Debt consolidation,18.39,Dec-2003,8,0,28035,78.3,12,f,INDIVIDUAL,0.0,0,"36189 Robert Meadows Suite 108
New Ryanside, DC 86630"
153,7925, 36 months,12.35,264.56,B,B4,Big R Stores,1 year,OWN,24000.0,Not Verified,Aug-2013,home_improvement,Special loan,28.75,Aug-2001,7,0,17178,67.9,12,f,INDIVIDUAL,0.0,0,"27306 Farley Stravenue
East Rogerville, OH 70466"
154,3825, 36 months,17.27,136.89,D,D3,,,RENT,14400.0,Not Verified,Nov-2011,debt_consolidation,Payoff,12.25,Apr-2001,3,0,4996,83.3,13,f,INDIVIDUAL,,0,"69276 Jones Estates Suite 617
New Carol, DC 22690"
155,20000, 60 months,12.69,451.9,C,C2,proofreading supervisor,10+ years,OWN,75000.0,Verified,May-2015,debt_consolidation,Debt consolidation,19.58,Jun-2000,17,0,26007,82.8,30,w,INDIVIDUAL,0.0,0,"86879 Marsh Dale
Reedton, NC 70466"
156,10000, 36 months,13.11,337.47,B,B4,"Cupertino Electric, Inc.",< 1 year,RENT,90000.0,Not Verified,Jun-2013,credit_card,Cards,23.03,Dec-2005,12,1,10986,70.0,17,f,INDIVIDUAL,1.0,1,"7555 Ashley Glens Suite 065
West Sharonshire, OR 22690"
157,15000, 60 months,11.67,331.18,B,B4,Assistant Principal,10+ years,OWN,72500.0,Source Verified,Jun-2014,debt_consolidation,Debt consolidation,24.02,Jan-1997,5,0,9980,40.2,36,w,INDIVIDUAL,3.0,0,"1495 Stephanie Run Apt. 340
Williamsbury, SD 29597"
158,35000, 60 months,18.25,893.54,E,E1,"Director, Inv Svcs/VP & COO",10+ years,MORTGAGE,208100.0,Verified,Jul-2015,debt_consolidation,Debt consolidation,26.83,Dec-1994,16,0,54853,67.0,24,f,INDIVIDUAL,6.0,0,"7643 Clark Alley
South Taylor, NJ 48052"
159,6000, 36 months,13.11,202.49,B,B4,Bozzuto Management,2 years,RENT,42000.0,Not Verified,Jan-2013,debt_consolidation,Debt consolidation,15.63,Oct-2002,13,0,22335,49.6,24,w,INDIVIDUAL,1.0,0,"22617 Jones Groves
Smithland, FL 70466"
160,24925, 60 months,16.29,609.98,C,C4,Aramark Sports and Entertainment,5 years,MORTGAGE,68000.0,Verified,Mar-2013,debt_consolidation,Consolidation Loan,30.95,Aug-1999,14,0,18760,65.8,35,f,INDIVIDUAL,1.0,0,"8232 Kelly Fort
East Anthonybury, MO 30723"
161,24000, 60 months,16.49,589.91,D,D3,Lead Concierge,8 years,RENT,99000.0,Source Verified,Nov-2014,debt_consolidation,Debt consolidation,16.48,Aug-2003,17,1,35507,84.5,26,w,INDIVIDUAL,0.0,0,"USCGC Espinoza
FPO AP 29597"
162,20000, 60 months,15.31,479.06,C,C4,compliance specalist,10+ years,MORTGAGE,130000.0,Verified,Mar-2014,debt_consolidation,Debt consolidation,18.62,Oct-1994,16,0,31226,73.5,37,f,INDIVIDUAL,5.0,0,"PSC 5873, Box 4362
APO AA 05113"
163,6000, 36 months,13.99,205.04,C,C4,CNA,8 years,OWN,28000.0,Source Verified,Apr-2015,credit_card,Credit card refinancing,34.41,Mar-2008,10,0,3102,48.5,10,f,INDIVIDUAL,0.0,0,"9819 Rick Plaza
East Stephanie, DE 48052"
164,11500, 36 months,15.1,399.22,C,C2,Travel consultant,10+ years,RENT,45000.0,Source Verified,Dec-2013,credit_card,Credit card refinancing,14.29,Oct-1998,9,1,18972,69.7,32,w,INDIVIDUAL,8.0,1,"80890 Jennifer Bridge
Ramseyberg, SC 11650"
165,7000, 36 months,8.18,219.94,B,B1,Shipping ,< 1 year,OWN,30000.0,Not Verified,Oct-2015,credit_card,Credit card refinancing,10.52,Nov-2002,5,1,4323,71.0,16,w,INDIVIDUAL,0.0,1,"62162 Steven Crescent
Lake Peter, CO 70466"
166,15000, 60 months,13.49,345.08,C,C2,Sales,< 1 year,RENT,45760.0,Source Verified,Jul-2016,debt_consolidation,Debt consolidation,3.75,Dec-2006,4,0,7232,19.2,4,w,INDIVIDUAL,0.0,0,"75020 Brittany Parkway Apt. 837
Boydbury, ME 48052"
167,20000, 36 months,13.11,674.94,B,B4,PHT,8 years,OWN,76000.0,Not Verified,Nov-2012,debt_consolidation,Goals,14.31,Nov-2001,10,0,8283,57.9,33,w,INDIVIDUAL,0.0,0,"PSC 2241, Box 0653
APO AE 70466"
168,15000, 36 months,10.16,485.14,B,B1,Bluebird Body  Co.,10+ years,MORTGAGE,44000.0,Verified,May-2013,credit_card,solution2,19.28,Sep-1994,7,1,7161,77.0,31,f,INDIVIDUAL,1.0,1,"57075 Dwayne Village Apt. 419
Zacharyfurt, TX 00813"
169,20000, 36 months,7.9,625.81,A,A4,Regional Clinical Coordinator,2 years,MORTGAGE,150000.0,Source Verified,Dec-2013,debt_consolidation,consolidate,5.33,Oct-1980,13,0,19666,69.2,29,w,INDIVIDUAL,5.0,0,"85149 Bradley Views Apt. 009
Patriciabury, WA 30723"
170,8000, 36 months,13.98,273.35,C,C3,Career Planner,10+ years,RENT,40000.0,Verified,Oct-2014,credit_card,Credit card refinancing,7.98,Aug-2009,9,0,2421,22.4,12,w,INDIVIDUAL,0.0,0,"9700 Martin Extension
Williammouth, PA 30723"
171,15000, 60 months,16.24,366.69,C,C5,carpenter,6 years,MORTGAGE,108000.0,Source Verified,Jan-2014,debt_consolidation,debt consolidation,4.93,May-2000,12,0,15483,73.4,25,w,INDIVIDUAL,2.0,0,"967 Jose Mills
Michelletown, CA 93700"
172,23400, 36 months,14.16,801.58,C,C2,Demand Planning Manager,10+ years,RENT,76000.0,Not Verified,Apr-2014,debt_consolidation,Debt consolidation,23.81,Jan-1978,20,0,37947,41.2,26,f,INDIVIDUAL,0.0,0,"88550 Stevens Course
Taylorville, VA 48052"
173,9200, 36 months,15.31,320.32,C,C4,Business Advantage Specialist,10+ years,MORTGAGE,39500.0,Source Verified,Feb-2014,credit_card,Credit card refinancing,28.75,Sep-1996,13,0,21526,45.4,28,f,INDIVIDUAL,2.0,0,"228 Brown Views Suite 005
Victoriaport, ID 70466"
174,6225, 36 months,15.31,216.74,C,C4,,,MORTGAGE,38000.0,Source Verified,May-2014,debt_consolidation,Debt consolidation,20.53,Jun-1983,7,2,4197,64.6,35,w,INDIVIDUAL,5.0,2,"237 Nicole Walk
Anthonyfurt, MT 00813"
175,4000, 36 months,19.22,147.07,D,D4,Occupational Therapist ,8 years,MORTGAGE,69000.0,Verified,Dec-2013,small_business,Business Loan,18.59,Feb-2002,11,0,24191,90.9,26,w,INDIVIDUAL,1.0,0,"776 Harvey Falls
West Jose, KS 86630"
176,1000, 36 months,10.99,32.74,B,B4,Clerk,< 1 year,RENT,28500.0,Not Verified,May-2015,debt_consolidation,Debt consolidation,29.89,Jun-2002,8,0,2501,42.4,37,w,INDIVIDUAL,0.0,0,"Unit 6138 Box 2060
DPO AP 00813"
177,17475, 36 months,13.11,589.73,B,B4,,,OWN,43896.0,Verified,Nov-2012,other,saver special,23.41,Sep-2000,6,0,13098,52.2,27,f,INDIVIDUAL,4.0,0,"519 Jason Brooks Apt. 480
Brentstad, CO 48052"
178,6000, 36 months,13.67,204.11,B,B5,Courier,10+ years,MORTGAGE,65000.0,Not Verified,Nov-2013,home_improvement,New Bathroom,14.44,Mar-1995,7,0,11033,56.6,13,f,INDIVIDUAL,2.0,0,"237 Montoya Wells Apt. 083
South Hannahberg, NH 00813"
179,4950, 36 months,17.1,176.73,C,C5,,7 years,RENT,160000.0,Source Verified,Nov-2013,debt_consolidation,Debt Consolidation,4.71,Jul-1982,8,2,416,16.0,41,w,INDIVIDUAL,3.0,2,"PSC 0532, Box 8277
APO AP 11650"
180,24350, 60 months,19.52,638.64,E,E2,Technical service rep,10+ years,MORTGAGE,58000.0,Source Verified,Aug-2014,debt_consolidation,Debt consolidation,31.31,May-2001,11,0,26617,76.0,22,w,INDIVIDUAL,1.0,0,"7228 Julie Route
Holderchester, DE 29597"
181,15000, 36 months,15.59,524.33,C,C5,Sales,2 years,RENT,60000.0,Not Verified,Sep-2016,debt_consolidation,Debt consolidation,16.74,Jun-2006,7,0,19667,67.4,24,f,INDIVIDUAL,0.0,0,"4810 Isabel Orchard
Port Michealview, IA 48052"
182,13200, 36 months,13.49,447.89,C,C2,HOK,6 years,RENT,70000.0,Verified,Aug-2011,debt_consolidation,Pay Off Credit Cards,8.19,Dec-1995,10,0,12586,51.8,12,f,INDIVIDUAL,,0,"USNV Williams
FPO AE 30723"
183,5000, 36 months,12.42,167.08,B,B4,SpringRidge (Senior Resource Group) ,9 years,RENT,40995.0,Not Verified,Jan-2012,credit_card,Credit Card Loan,19.9,Nov-1995,7,0,10220,86.6,12,f,INDIVIDUAL,,0,"08594 Torres Terrace Apt. 834
East Glen, LA 93700"
184,6000, 36 months,12.39,200.41,C,C1,billing supervisor,2 years,RENT,52000.0,Source Verified,Nov-2014,debt_consolidation,Debt consolidation,17.36,Aug-2005,14,1,7141,37.4,18,f,INDIVIDUAL,0.0,0,"853 Buck Course Suite 068
West Terrenceshire, OH 22690"
185,20000, 36 months,6.62,614.08,A,A2,Director,10+ years,MORTGAGE,84748.0,Not Verified,Feb-2014,credit_card,Credit card refinancing,21.25,May-1988,14,0,30405,37.8,22,w,INDIVIDUAL,4.0,0,"Unit 1635 Box 6826
DPO AE 30723"
186,8275, 36 months,24.5,326.83,F,F3,dispatcher,3 years,RENT,26000.0,Source Verified,Apr-2015,other,Other,38.83,Jun-2007,8,1,4497,49.4,13,f,INDIVIDUAL,0.0,0,"60674 Lozano Circle
Williamside, FL 30723"
187,21000, 36 months,22.45,806.9,E,E5,owner,8 years,MORTGAGE,132840.0,Not Verified,Mar-2014,home_improvement,Home improvement,13.52,Jun-1994,18,0,26972,57.4,48,w,INDIVIDUAL,11.0,0,"48215 Norris Harbors
East Michaelmouth, SD 30723"
188,9000, 36 months,7.89,281.58,A,A5,OFFICE MANAGER,< 1 year,RENT,200000.0,Verified,Jun-2016,major_purchase,Major purchase,0.62,Feb-2013,3,0,7527,76.0,3,w,INDIVIDUAL,0.0,0,"90467 Dawn Field Suite 027
Brownhaven, MI 70466"
189,15000, 60 months,13.98,348.87,C,C3,Area Manager,7 years,MORTGAGE,41600.0,Source Verified,Jul-2014,debt_consolidation,Debt consolidation,25.71,Feb-1995,14,0,26040,21.3,25,f,INDIVIDUAL,1.0,0,"6199 Phillip Ridge Suite 875
Port Christopherfurt, NV 30723"
190,22000, 36 months,13.67,748.39,D,D2,Simpson Gumpertz  and  Heger,1 year,RENT,75000.0,Verified,Nov-2008,credit_card,Credit card refinancing,22.08,Oct-2000,17,0,23176,84.3,36,f,INDIVIDUAL,,0,"002 Brown Turnpike Apt. 404
New Ralph, ID 22690"
191,1500, 36 months,13.43,50.86,C,C3,US Bank N.A,5 years,MORTGAGE,47800.0,Source Verified,Feb-2011,credit_card,Debt Consolidation Loan,19.31,Apr-2004,13,0,9871,95.7,26,f,INDIVIDUAL,,0,"9388 Matthew Mountain
Wardview, IN 29597"
192,5000, 36 months,13.11,168.74,B,B4,Freedom Forum,2 years,RENT,35000.0,Not Verified,Feb-2013,debt_consolidation,Freedom from Credit Card Debt,12.51,Aug-2004,9,0,8990,66.1,20,f,INDIVIDUAL,0.0,0,"1928 French Squares
Theresaborough, NE 48052"
